Mode: 4 #Games: 1000
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	S_2	S_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
18	44	28	30	3	4	11	12	2	1	4	3	1	1	2	0	0	2	0	2	1	4	4	4	4	0	0	0	1	61
55	10	28	27	14	4	0	12	2	1	2	5	3	0	1	0	1	0	1	2	1	4	4	3	2	0	0	0	1	84
29	24	35	32	18	2	10	0	5	4	1	0	2	0	1	1	0	2	1	1	1	4	4	4	3	0	0	1	0	94
28	30	37	25	0	14	16	0	3	2	3	2	1	2	0	1	1	0	2	1	0	4	4	4	4	1	0	0	0	61
36	16	36	32	0	11	17	2	1	2	5	2	1	1	1	1	2	0	1	1	0	4	4	3	4	0	1	0	0	99
33	18	21	48	17	0	2	11	5	1	2	2	0	1	1	2	2	0	0	2	0	4	4	4	4	0	1	0	0	54
19	28	39	34	3	2	15	10	1	3	2	4	1	1	2	0	0	0	1	3	1	4	4	4	4	0	0	0	1	61
30	41	25	24	0	2	10	18	0	2	3	5	1	1	1	1	1	2	1	0	0	3	4	4	4	1	0	0	0	39
41	23	31	25	10	7	11	2	3	4	2	1	1	1	1	1	3	0	1	0	1	4	4	4	4	0	1	0	0	34
34	28	7	51	13	7	0	10	3	2	3	2	2	1	0	1	1	0	0	3	1	4	4	4	4	0	0	1	0	45
24	37	25	34	4	0	5	21	2	1	2	5	1	1	0	2	0	2	1	1	0	4	4	4	4	1	0	0	0	47
33	22	35	30	10	20	0	0	2	5	0	3	1	1	1	1	2	0	1	1	0	4	4	3	4	0	0	1	0	27
23	23	51	23	20	0	0	10	5	2	1	2	1	0	2	1	0	1	2	1	1	4	4	4	4	0	1	0	0	71
35	37	30	18	4	0	12	14	2	2	2	4	1	2	0	1	1	1	2	0	0	4	4	4	4	0	1	0	0	34
22	33	30	35	0	7	13	10	1	3	2	4	0	1	1	2	1	1	1	1	1	4	3	4	4	0	0	0	1	23
29	20	36	35	0	2	11	17	0	3	2	5	1	0	2	1	1	1	1	1	1	3	4	4	4	0	0	0	1	42
24	35	33	28	12	0	3	15	4	2	1	3	0	2	1	1	2	1	1	0	0	4	3	4	4	0	0	1	0	17
18	35	30	37	13	10	3	4	3	2	3	2	1	1	0	2	0	2	2	0	1	4	4	4	4	1	0	0	0	53
38	37	26	19	0	2	21	7	2	2	3	3	2	1	1	0	1	1	1	1	1	4	4	4	3	0	0	1	0	77
22	21	40	37	0	0	30	0	1	0	6	3	0	1	1	2	2	0	2	0	1	4	3	3	4	0	0	1	0	120
47	51	15	7	17	10	0	3	4	3	1	2	2	1	1	0	1	3	0	0	1	4	4	4	4	1	0	0	0	74
20	21	31	48	15	0	3	12	4	1	2	3	1	0	1	2	0	1	1	2	1	4	4	4	4	0	1	0	0	101
40	12	17	51	0	6	3	21	0	4	3	3	1	0	0	3	2	0	1	1	0	3	4	4	4	0	0	0	1	43
40	22	14	44	13	4	3	10	3	3	3	1	2	0	1	1	1	1	0	2	1	4	4	4	4	0	0	0	1	76
34	48	19	19	27	3	0	0	5	3	1	1	1	2	0	1	1	2	1	0	1	3	4	4	4	0	0	0	1	61
21	43	22	34	4	2	11	13	3	2	2	3	1	1	2	0	0	2	0	2	1	4	3	4	4	0	1	0	0	66
22	24	30	44	0	18	2	10	2	5	2	1	2	1	1	0	0	0	1	3	0	4	4	4	4	0	0	1	0	59
23	27	36	34	0	13	4	13	2	2	4	2	0	2	2	0	1	0	1	2	0	3	4	4	4	1	0	0	0	64
27	36	38	19	0	7	23	0	2	2	4	2	1	1	2	0	1	1	1	1	1	4	4	4	3	1	0	0	0	55
44	27	39	10	10	17	3	0	2	3	2	3	2	1	1	0	1	1	2	0	0	3	4	4	4	1	0	0	0	66
28	44	30	18	11	13	4	2	2	2	2	4	1	0	2	1	1	3	0	0	1	4	4	4	4	0	0	1	0	53
34	16	21	49	14	0	3	13	5	0	2	3	0	0	1	3	2	1	0	1	0	4	3	4	4	0	1	0	0	55
29	29	31	31	9	11	10	0	4	3	1	2	0	2	1	1	1	0	2	1	0	4	4	4	4	0	1	0	0	45
40	29	34	17	14	16	0	0	4	4	1	1	1	1	1	1	2	1	1	0	0	4	4	4	4	0	0	0	1	49
35	20	55	10	15	2	13	0	3	4	2	1	2	0	2	0	0	1	3	0	1	4	4	4	4	0	1	0	0	102
18	21	58	23	0	6	21	3	2	3	3	2	0	0	3	1	1	1	2	0	1	4	4	4	4	0	0	1	0	98
39	55	8	18	21	4	2	3	2	3	2	3	1	2	0	1	2	2	0	0	1	4	4	4	4	1	0	0	0	23
30	18	29	43	5	0	0	25	3	2	1	4	0	1	1	2	2	0	1	1	0	4	4	4	4	0	0	1	0	41
31	29	28	32	7	11	0	12	3	3	2	2	0	2	1	1	2	0	1	1	0	4	4	4	4	0	0	0	1	51
13	41	27	39	13	14	0	3	4	3	0	3	1	0	1	2	0	3	0	1	1	3	3	3	4	0	0	0	1	43
20	26	26	48	0	12	15	3	0	3	5	2	1	0	1	2	0	2	0	2	1	3	4	3	4	0	0	1	0	55
32	18	32	38	3	12	0	15	3	3	1	3	1	0	1	2	1	1	1	1	0	4	4	4	4	0	1	0	0	60
38	35	19	28	10	15	5	0	1	3	4	2	1	1	1	1	2	1	0	1	0	4	4	4	4	0	0	0	1	68
19	29	42	30	3	15	10	2	3	4	2	1	1	1	1	1	0	1	2	1	0	4	4	4	4	1	0	0	0	59
17	24	30	49	0	7	2	21	2	2	2	4	1	0	1	2	0	1	1	2	0	4	4	4	4	0	0	1	0	48
16	38	39	27	0	2	21	7	1	3	4	2	0	2	1	1	1	1	2	0	1	4	4	4	3	0	0	0	1	59
33	35	18	34	10	14	2	4	3	2	2	3	1	1	1	1	2	1	0	1	0	3	4	4	4	1	0	0	0	46
6	48	47	19	0	13	14	3	1	3	3	3	0	3	1	0	0	1	2	1	0	4	4	4	4	0	1	0	0	53
15	29	24	52	2	25	0	3	2	6	1	1	1	1	0	2	0	1	2	1	0	3	4	4	4	1	0	0	0	17
17	36	39	28	3	12	11	4	2	3	4	1	0	1	1	2	0	2	2	0	1	4	4	4	4	0	0	1	0	44
54	10	44	12	3	0	21	6	1	3	2	4	2	0	2	0	2	0	2	0	1	4	4	3	4	0	1	0	0	94
53	17	21	29	0	13	6	11	0	5	4	1	2	0	1	1	2	1	0	1	0	3	3	4	4	0	0	0	1	62
16	37	39	28	2	4	14	10	2	1	4	3	0	1	2	1	1	1	1	1	1	4	4	4	4	1	0	0	0	54
39	21	29	31	11	4	3	12	2	1	4	3	2	0	2	0	1	1	0	2	1	4	4	4	4	0	0	1	0	77
31	39	29	21	16	0	14	0	3	0	4	3	2	0	1	1	0	3	1	0	1	4	3	4	4	0	0	0	1	77
20	35	18	47	0	2	4	24	0	3	3	4	0	1	1	2	0	2	0	2	0	3	4	3	3	0	1	0	0	24
11	17	41	51	2	0	14	14	2	2	3	3	0	0	1	3	0	1	2	1	0	3	4	4	3	1	0	0	0	30
45	13	35	27	11	5	0	14	2	3	2	3	3	0	1	0	0	0	2	2	1	4	4	4	4	1	0	0	0	94
38	21	23	38	12	15	3	0	2	5	2	1	1	1	0	2	2	0	1	1	0	4	4	4	4	0	1	0	0	38
40	20	28	32	0	16	14	0	0	5	4	1	1	0	2	1	2	1	0	1	1	3	4	4	4	0	1	0	0	45
41	27	15	37	17	11	2	0	5	3	1	1	1	2	1	0	2	0	0	2	0	4	4	4	4	0	0	0	1	78
33	18	21	48	4	0	2	24	1	1	4	4	1	0	1	2	1	1	0	2	0	3	4	4	3	0	0	1	0	16
37	25	30	28	13	10	4	3	3	3	1	3	1	0	2	1	1	2	0	1	1	4	4	4	4	0	1	0	0	72
18	47	33	22	0	19	0	11	2	5	1	2	1	0	1	2	0	3	1	0	0	4	4	4	4	0	0	1	0	37
26	38	4	52	7	10	2	11	2	3	3	2	0	2	0	2	1	1	0	2	0	4	3	4	4	0	0	1	0	9
29	17	25	49	14	10	2	4	3	4	2	1	1	0	1	2	1	1	0	2	1	4	4	4	4	1	0	0	0	25
41	20	25	34	11	2	7	10	1	3	4	2	2	0	0	2	1	1	1	1	1	4	4	4	4	0	0	1	0	69
35	36	27	22	0	4	10	16	2	3	1	4	3	0	0	1	0	2	2	0	0	4	4	4	4	0	0	0	1	58
30	30	25	35	11	2	0	17	3	1	1	5	1	1	1	1	1	1	1	1	1	4	4	4	4	0	0	0	1	63
25	42	23	30	0	4	15	11	2	2	4	2	1	1	0	2	1	2	1	0	0	4	4	4	4	0	1	0	0	62
40	32	28	20	13	3	10	4	4	3	1	2	2	1	1	0	1	1	1	1	1	4	4	4	4	1	0	0	0	94
36	32	30	22	10	7	0	13	4	2	1	3	1	1	1	1	2	1	1	0	0	4	4	4	3	1	0	0	0	70
38	18	48	16	19	0	11	0	4	3	1	2	0	0	4	0	2	1	0	1	1	3	4	4	4	0	0	0	1	108
19	36	44	21	3	0	25	2	1	3	4	2	0	2	2	0	1	1	1	1	1	4	4	4	4	0	0	0	1	51
43	23	23	31	18	12	0	0	4	3	1	2	1	1	1	1	2	1	0	1	1	4	4	4	4	1	0	0	0	48
12	31	38	39	4	14	10	2	2	3	3	2	0	2	0	2	0	0	3	1	0	4	4	4	4	0	1	0	0	48
27	39	25	29	0	12	4	14	3	3	1	3	0	2	0	2	2	1	1	0	0	4	4	3	4	0	1	0	0	27
30	41	24	25	28	0	0	2	6	1	0	3	1	2	1	0	1	1	0	2	1	4	4	3	3	0	0	1	0	62
8	57	16	39	2	7	10	11	3	3	2	2	0	1	0	3	0	3	1	0	0	4	4	4	4	1	0	0	0	0
27	22	58	13	0	9	21	0	3	4	2	1	2	1	1	0	0	0	4	0	1	4	4	4	4	0	1	0	0	80
30	31	27	32	0	13	17	0	1	2	5	2	2	0	1	1	0	2	1	1	1	4	4	3	4	0	0	1	0	101
20	48	32	20	2	24	0	4	2	4	2	2	0	2	2	0	1	2	0	1	0	4	4	4	4	0	0	1	0	24
29	46	9	36	10	7	2	11	2	2	2	4	1	1	0	2	1	2	0	1	0	4	4	4	3	0	0	0	1	21
26	40	34	20	0	12	15	3	2	3	3	2	1	1	1	1	1	2	1	0	1	4	4	4	4	0	1	0	0	74
31	43	19	27	28	0	2	0	5	1	3	1	1	1	1	1	1	2	0	1	1	4	4	4	4	0	0	0	1	62
30	15	42	33	24	0	0	6	4	3	1	2	1	0	2	1	1	1	1	1	1	4	4	4	4	0	0	1	0	46
26	18	45	31	0	2	13	15	1	4	2	3	1	0	2	1	1	1	1	1	0	4	3	4	4	0	0	0	1	37
11	20	46	43	0	13	11	6	2	3	3	2	0	0	3	1	0	1	1	2	1	4	4	4	4	1	0	0	0	74
32	22	33	33	0	0	15	15	3	1	3	3	2	1	1	0	1	0	1	2	1	4	4	4	4	0	0	1	0	55
42	19	41	18	2	0	14	14	2	1	3	4	2	1	1	0	1	0	2	1	1	4	4	4	4	0	0	0	1	48
26	34	25	35	3	11	6	10	3	3	2	2	0	2	1	1	1	1	0	2	0	4	4	4	4	1	0	0	0	42
25	33	33	29	4	13	10	3	2	2	4	2	0	2	1	1	1	0	2	1	0	4	4	4	4	1	0	0	0	44
28	22	27	43	2	7	0	21	2	3	3	2	0	0	2	2	2	1	0	1	0	4	4	4	4	0	0	0	1	67
56	15	6	43	15	3	0	12	4	3	1	2	3	0	0	1	1	1	0	2	1	4	4	4	4	0	1	0	0	70
35	43	23	19	2	7	10	11	2	3	2	3	1	2	0	1	2	1	1	0	0	4	4	4	4	1	0	0	0	42
53	19	14	34	11	6	0	13	1	4	3	2	2	1	0	1	2	0	1	1	1	4	4	4	4	0	1	0	0	55
20	17	39	44	0	0	15	15	0	2	3	5	0	1	1	2	1	0	2	1	1	3	4	4	4	0	1	0	0	75
44	40	12	24	10	6	0	14	2	3	1	4	1	2	0	1	3	1	0	0	0	4	3	4	3	1	0	0	0	29
19	25	30	46	2	7	0	21	1	3	2	4	0	1	2	1	1	0	0	3	0	4	4	4	4	0	0	1	0	57
31	23	36	30	10	3	15	2	1	4	3	2	1	1	2	0	1	0	1	2	1	4	4	4	4	0	1	0	0	87
42	32	5	41	11	4	0	15	2	3	2	3	1	2	0	1	2	0	0	2	1	4	4	4	4	0	0	1	0	17
6	20	50	44	0	0	0	30	3	0	1	6	0	1	1	2	0	0	3	1	0	4	3	4	4	0	1	0	0	31
31	32	40	17	0	3	17	10	1	3	5	1	1	1	2	0	1	1	1	1	1	4	4	3	4	0	0	1	0	89
22	22	38	38	0	4	14	12	3	1	4	2	0	1	1	2	1	0	2	1	1	4	4	4	4	0	0	1	0	39
38	42	19	21	13	15	0	2	2	4	1	3	0	2	1	1	3	1	0	0	0	4	4	4	3	0	0	0	1	25
31	24	25	40	14	0	5	11	4	0	2	4	1	0	0	3	1	1	2	0	0	3	3	4	4	0	0	0	1	49
43	51	7	19	24	0	2	4	5	0	2	3	2	1	0	1	1	3	0	0	1	4	3	4	4	0	0	1	0	69
22	32	9	57	10	4	5	11	2	3	3	2	0	1	0	3	1	1	0	2	0	4	4	4	4	0	0	0	1	12
23	28	44	25	4	13	13	0	1	4	4	1	0	2	2	0	1	0	1	2	0	4	3	4	4	1	0	0	0	80
12	20	22	66	5	10	4	11	2	4	2	2	0	0	1	3	0	1	0	3	0	4	3	4	4	0	0	0	1	0
34	31	42	13	18	0	2	10	4	0	1	5	2	1	1	0	0	1	2	1	1	4	3	4	3	1	0	0	0	108
12	24	38	46	0	10	15	5	2	3	3	2	0	0	2	2	0	2	1	1	1	4	3	4	4	1	0	0	0	60
55	12	25	28	3	4	0	23	2	3	2	3	2	0	1	1	2	0	1	1	0	4	4	4	4	1	0	0	0	62
22	26	47	25	7	10	11	2	2	4	3	1	0	0	4	0	1	2	0	1	1	4	4	4	4	0	1	0	0	69
50	35	23	12	0	25	0	5	0	4	1	5	3	1	0	0	1	1	2	0	0	3	4	4	3	0	0	0	1	70
40	41	27	12	14	4	2	10	4	1	2	3	1	2	1	0	1	1	1	1	1	3	4	4	4	0	1	0	0	70
32	46	26	16	0	21	2	7	0	3	3	4	2	2	0	0	1	2	1	0	0	3	4	4	3	0	1	0	0	46
46	27	33	14	0	25	0	5	1	4	1	4	2	1	1	0	1	1	2	0	0	4	4	4	4	1	0	0	0	52
31	35	26	28	21	3	6	0	4	1	4	1	1	2	0	1	1	0	2	1	1	4	4	3	4	0	1	0	0	78
4	28	52	36	0	4	21	5	2	2	2	4	0	2	1	1	0	0	3	1	1	4	4	4	4	0	1	0	0	41
12	41	30	37	0	18	12	0	1	4	4	1	0	2	1	1	0	1	1	2	0	4	4	3	4	0	0	1	0	13
29	19	39	33	25	0	5	0	6	1	2	1	1	0	2	1	1	0	1	2	1	4	4	4	4	0	0	1	0	91
21	35	30	34	0	14	10	6	1	3	3	3	1	1	1	1	1	1	1	1	0	4	4	3	4	0	0	1	0	27
17	23	31	49	0	4	14	12	2	4	2	2	0	1	1	2	1	0	1	2	1	4	4	4	4	0	0	1	0	29
33	47	21	19	15	0	15	0	4	1	4	1	2	2	0	0	0	2	1	1	1	4	4	4	4	0	0	0	1	60
34	39	10	37	14	14	0	2	3	4	2	1	1	2	0	1	2	1	0	1	1	4	4	4	4	0	0	0	1	25
24	8	41	47	0	2	24	4	3	3	3	1	1	0	2	1	1	0	1	2	1	4	4	4	4	0	0	1	0	87
22	36	24	38	3	4	13	10	2	3	3	2	1	1	2	0	0	1	0	3	1	4	4	3	4	0	0	0	1	48
42	39	12	27	11	4	5	10	2	4	3	1	2	2	0	0	1	1	0	2	1	4	4	4	4	0	0	0	1	66
41	41	17	21	13	13	4	0	3	3	3	1	1	2	0	1	2	1	1	0	0	4	4	4	4	1	0	0	0	62
34	20	18	48	0	3	0	27	2	2	2	4	1	1	0	2	1	0	1	2	0	4	4	4	3	0	0	0	1	17
27	33	31	29	12	14	4	0	5	4	1	0	0	2	1	1	2	0	1	1	0	4	4	4	3	1	0	0	0	61
44	28	30	18	2	13	15	0	1	5	3	1	2	0	2	0	1	2	0	1	1	4	4	4	4	1	0	0	0	51
33	24	28	35	7	0	0	23	4	2	0	4	1	1	1	1	1	1	0	2	0	4	4	3	4	1	0	0	0	30
42	21	20	37	11	4	3	12	3	2	2	3	2	0	1	1	1	1	0	2	1	4	4	4	4	0	1	0	0	79
26	18	38	38	5	0	14	11	2	3	2	3	1	0	1	2	0	1	2	1	0	4	4	4	4	0	1	0	0	47
11	31	49	29	0	15	12	3	1	3	3	3	0	1	3	0	0	1	1	2	0	4	4	4	4	1	0	0	0	89
35	25	50	10	10	2	15	3	1	2	3	4	1	1	2	0	2	0	2	0	1	4	4	4	4	0	0	1	0	80
24	18	46	32	4	0	15	11	3	1	3	3	1	1	0	2	0	0	3	1	0	4	4	4	3	0	1	0	0	55
30	24	47	19	7	11	12	0	4	1	5	0	1	1	2	0	1	0	2	1	0	4	4	4	3	0	0	1	0	97
41	23	24	32	7	10	0	13	2	3	1	4	2	0	1	1	0	2	1	1	0	4	4	4	3	0	1	0	0	46
39	28	20	33	0	10	13	7	2	1	4	3	2	0	1	1	1	2	0	1	1	4	4	4	3	0	0	0	1	82
7	26	56	31	0	2	15	13	1	3	3	3	0	1	2	1	0	1	2	1	1	4	3	4	4	0	0	0	1	48
34	30	28	28	11	6	3	10	2	3	2	3	2	1	0	1	1	0	2	1	1	4	3	4	4	0	0	1	0	84
14	47	39	20	2	25	0	3	3	3	2	2	0	1	2	1	0	3	1	0	0	4	4	4	4	0	1	0	0	65
30	19	41	30	3	12	0	15	2	3	1	4	2	0	1	1	0	1	2	1	0	4	4	4	4	1	0	0	0	65
39	17	22	42	11	2	7	10	1	2	5	2	2	0	0	2	1	0	1	2	1	4	4	4	4	0	0	1	0	105
11	28	40	41	0	12	11	7	1	4	2	3	0	0	2	2	0	2	1	1	1	4	4	4	4	0	0	0	1	61
32	34	42	12	2	4	14	10	3	1	3	3	1	0	3	0	1	2	0	1	1	4	4	4	4	0	0	1	0	88
33	41	11	35	18	12	0	0	4	4	2	0	2	1	0	1	0	2	0	2	1	3	3	4	3	1	0	0	0	33
43	20	39	18	23	3	4	0	3	4	1	2	1	1	2	0	2	0	1	1	1	4	4	4	4	0	0	0	1	84
40	22	28	30	2	13	11	4	2	2	3	3	2	0	1	1	1	1	1	1	1	4	4	4	4	0	0	0	1	87
42	20	36	22	18	0	2	10	4	2	2	2	2	0	2	0	1	1	1	1	1	3	3	4	4	0	1	0	0	101
19	36	36	29	6	13	11	0	4	3	2	1	0	0	2	2	1	2	1	0	1	3	3	4	4	1	0	0	0	94
42	37	22	19	0	13	3	14	1	4	1	4	0	3	1	0	3	0	0	1	0	4	4	4	4	0	1	0	0	20
18	29	32	41	10	2	7	11	3	3	3	1	0	1	2	1	1	0	0	3	0	4	4	4	4	1	0	0	0	63
34	19	45	22	0	0	24	6	1	2	3	4	1	0	2	1	2	1	1	0	1	4	4	4	3	0	0	1	0	75
37	16	28	39	13	0	6	11	4	1	3	2	1	0	1	2	2	1	0	1	0	4	4	4	3	1	0	0	0	73
29	29	27	35	3	14	13	0	1	3	3	3	1	1	1	1	1	1	1	1	1	4	4	4	4	0	0	1	0	73
15	49	13	43	6	11	3	10	4	2	3	1	0	3	0	1	0	1	1	2	0	4	4	4	4	0	1	0	0	32
26	41	26	27	0	3	0	27	1	2	1	6	0	3	0	1	1	0	2	1	0	4	4	4	3	0	1	0	0	36
30	22	31	37	5	0	11	14	2	2	4	2	1	1	1	1	1	0	1	2	1	4	4	4	4	0	1	0	0	69
19	31	29	41	5	11	10	4	5	2	1	2	1	2	1	0	0	0	1	3	0	3	4	4	4	0	0	0	1	68
20	29	33	38	11	5	14	0	2	4	2	2	1	1	0	2	0	1	2	1	1	4	4	4	4	0	0	1	0	28
26	48	18	28	4	21	5	0	1	2	4	3	0	3	0	1	2	1	0	1	0	4	4	4	4	1	0	0	0	19
19	41	33	27	2	11	14	3	2	1	4	3	1	2	0	1	0	1	2	1	0	4	4	4	4	0	0	0	1	72
10	43	31	36	4	0	11	15	4	1	1	4	0	1	2	1	0	2	0	2	1	3	4	4	4	0	0	0	1	64
22	30	48	20	14	11	2	3	5	1	2	2	0	2	2	0	1	0	2	1	0	4	4	4	4	0	0	1	0	74
17	43	13	47	3	10	0	17	2	2	1	5	1	0	0	3	0	4	0	0	0	4	4	4	4	0	0	1	0	22
39	39	35	7	0	10	17	3	2	1	4	3	2	1	1	0	1	2	1	0	1	4	4	4	4	1	0	0	0	73
33	36	29	22	6	11	13	0	2	3	4	1	1	2	0	1	1	1	2	0	0	4	4	4	4	0	1	0	0	62
68	14	33	5	13	2	15	0	2	2	4	2	2	0	2	0	4	0	0	0	1	4	4	4	4	0	0	0	1	113
40	21	41	18	13	4	2	11	3	3	1	3	1	0	2	1	2	1	1	0	0	4	4	4	4	0	1	0	0	83
15	37	38	30	0	10	11	9	1	1	3	5	1	1	1	1	0	2	2	0	1	4	4	4	4	0	0	0	1	37
16	50	44	10	9	11	10	0	4	4	1	1	0	3	1	0	0	1	3	0	0	3	4	4	4	1	0	0	0	46
13	35	15	57	10	17	3	0	3	3	4	0	0	2	0	2	1	0	1	2	0	3	4	4	3	1	0	0	0	46
36	33	31	20	0	0	13	17	3	1	3	3	2	0	2	0	1	2	0	1	1	4	4	4	4	0	0	1	0	96
16	34	21	49	11	4	3	12	3	2	2	3	1	1	1	1	0	1	0	3	1	4	4	3	4	1	0	0	0	40
30	22	41	27	0	0	30	0	1	3	5	1	1	0	2	1	1	1	1	1	1	4	4	4	4	0	1	0	0	91
42	18	41	19	13	13	0	4	2	4	2	2	2	0	2	0	1	1	1	1	1	4	4	4	4	0	1	0	0	71
42	37	35	6	11	0	17	2	2	1	4	3	2	1	1	0	1	2	1	0	1	4	4	4	3	0	0	1	0	93
34	18	34	34	11	2	13	4	3	2	3	2	1	0	1	2	1	1	2	0	1	4	4	4	4	0	0	0	1	83
38	14	31	37	14	3	2	11	2	3	3	2	0	1	1	2	2	0	1	1	0	4	4	4	4	0	0	1	0	53
22	16	51	31	4	3	10	13	3	3	1	3	0	1	2	1	1	0	2	1	0	4	4	4	4	0	0	0	1	49
25	36	31	28	7	21	0	2	4	2	2	2	0	2	0	2	1	1	2	0	0	4	4	4	4	0	1	0	0	49
48	26	31	15	4	24	0	2	3	4	1	2	2	1	1	0	2	1	1	0	0	4	4	4	3	1	0	0	0	61
36	23	43	18	0	14	13	3	1	3	3	3	2	0	2	0	1	1	1	1	1	4	4	4	4	0	0	0	1	88
34	23	18	45	14	0	3	13	4	1	1	4	0	1	0	3	2	1	0	1	0	4	4	4	4	1	0	0	0	20
24	25	26	45	18	0	12	0	4	0	4	2	1	1	0	2	0	0	2	2	1	4	3	4	4	0	0	1	0	50
18	41	37	24	4	11	13	2	4	2	2	2	0	3	1	0	1	0	2	1	0	4	4	4	4	0	1	0	0	57
30	16	30	44	0	16	4	10	2	4	1	3	1	1	1	1	1	0	0	3	0	3	4	3	4	0	0	1	0	56
20	21	37	42	14	0	11	5	5	1	2	2	0	0	3	1	1	1	0	2	1	4	4	4	4	1	0	0	0	73
37	46	20	17	0	25	0	5	2	4	0	4	1	2	1	0	2	1	0	1	0	4	4	3	3	0	1	0	0	36
28	23	20	49	5	10	4	11	4	2	2	2	1	0	0	3	1	1	1	1	0	3	4	4	4	0	0	1	0	76
37	45	11	27	6	0	3	21	3	0	2	5	1	2	0	1	1	2	0	1	0	4	3	4	4	0	0	0	1	35
28	33	34	25	15	5	10	0	3	3	2	2	2	1	0	1	0	1	2	1	1	4	4	3	4	0	0	1	0	90
58	18	35	9	21	4	3	2	2	3	2	3	2	0	2	0	3	1	0	0	1	4	4	4	4	0	0	0	1	92
20	16	23	61	14	0	12	4	4	1	3	2	1	0	0	3	0	1	1	2	1	4	4	4	4	0	1	0	0	77
45	29	27	19	3	10	11	6	1	1	3	5	2	1	1	0	1	1	1	1	1	4	4	3	4	0	0	0	1	49
31	31	30	28	2	25	0	3	2	5	0	3	1	1	1	1	1	1	1	1	0	4	4	3	4	0	0	0	1	47
31	56	7	26	11	14	2	3	2	4	2	2	2	2	0	0	0	3	0	1	1	4	4	4	4	1	0	0	0	37
34	15	37	34	15	5	0	10	3	2	1	4	1	0	1	2	1	0	2	1	1	4	4	4	3	1	0	0	0	41
40	9	41	30	4	2	13	11	3	2	3	2	2	0	0	2	1	0	3	0	0	4	4	4	4	1	0	0	0	61
43	41	29	7	3	12	15	0	2	2	3	3	1	1	2	0	2	2	0	0	1	3	4	4	4	0	0	0	1	57
30	32	20	38	0	16	14	0	2	3	4	1	1	0	1	2	1	2	0	1	1	4	3	4	4	0	0	1	0	51
26	33	19	42	0	12	0	18	2	4	1	3	0	1	1	2	2	2	0	0	0	4	4	4	4	0	1	0	0	26
40	15	16	49	12	4	14	0	3	3	3	1	1	1	1	1	2	0	0	2	1	4	4	4	4	0	1	0	0	48
39	48	19	14	11	16	0	3	3	4	1	2	2	2	0	0	1	2	1	0	1	4	4	4	4	1	0	0	0	38
22	34	19	45	7	13	0	10	5	3	1	1	0	2	0	2	1	0	1	2	0	4	4	4	4	0	0	0	1	20
32	17	50	21	17	3	10	0	5	2	2	1	1	0	2	1	1	0	2	1	1	3	4	4	3	0	1	0	0	113
34	28	14	44	0	21	2	7	1	3	4	2	1	1	0	2	2	1	1	0	0	4	4	4	4	1	0	0	0	52
27	44	31	18	17	10	3	0	3	3	2	2	1	1	2	0	0	3	0	1	1	4	4	4	4	0	1	0	0	48
27	30	26	37	0	3	15	12	1	2	5	2	1	1	1	1	1	1	0	2	1	4	4	3	4	0	0	1	0	58
16	28	29	47	4	10	13	3	1	3	4	2	0	1	1	2	1	1	1	1	1	4	4	4	4	0	0	1	0	55
7	57	23	33	2	25	3	0	4	3	3	0	0	2	0	2	0	2	2	0	0	4	4	4	3	0	0	1	0	26
19	44	24	33	4	11	5	10	1	3	3	3	1	2	1	0	0	1	0	3	0	4	4	4	4	0	0	0	1	64
33	22	27	38	25	3	2	0	4	2	3	1	1	0	1	2	1	1	1	1	1	3	4	4	4	0	0	1	0	59
25	51	33	11	0	28	2	0	3	4	2	1	0	2	2	0	2	2	0	0	0	4	4	3	3	0	1	0	0	87
35	20	26	39	4	13	0	13	3	3	2	2	1	1	1	1	2	0	0	2	0	3	4	4	4	0	0	0	1	60
34	39	37	10	0	13	14	3	1	4	3	2	2	1	1	0	1	2	1	0	0	4	3	3	4	0	0	0	1	76
29	20	41	30	0	10	16	4	1	3	4	2	1	0	3	0	1	1	0	2	1	4	4	4	4	0	0	1	0	99
39	35	15	31	3	13	4	10	1	3	3	3	1	3	0	0	2	0	0	2	0	4	4	4	4	1	0	0	0	40
25	32	40	23	0	18	2	10	2	4	2	2	1	1	2	0	1	1	1	1	0	4	4	4	4	1	0	0	0	72
37	14	41	28	4	5	0	21	1	3	2	4	1	0	2	1	2	0	1	1	0	3	4	4	4	0	0	0	1	80
37	31	30	22	11	0	15	4	2	0	6	2	1	1	1	1	1	2	1	0	1	4	3	4	4	0	0	0	1	84
35	17	21	47	0	4	12	14	1	4	2	3	2	1	0	1	0	0	1	3	0	3	4	3	4	1	0	0	0	53
33	27	31	29	4	0	24	2	1	2	5	2	1	1	1	1	1	1	1	1	1	4	4	4	4	0	1	0	0	80
40	29	16	35	11	16	3	0	2	4	1	3	1	1	1	1	2	1	0	1	1	4	3	4	4	0	1	0	0	36
33	24	22	41	14	0	5	11	2	0	5	3	1	0	1	2	1	2	0	1	0	4	3	4	4	1	0	0	0	79
35	38	25	22	3	17	0	10	3	3	1	3	2	2	0	0	0	1	1	2	0	3	4	3	4	0	1	0	0	54
